measure,estimate,lower,upper,pooling_scale_se,target_n,estimate_per1000,lower_per1000,upper_per1000,family,scenario,covariance,years,fit_n,reference_n,events,A0,A1,source_receipt,source_receipt_sha256,formula,GH_required,GH_adjusted,interpretation
risk0,0.00495015753889556,0.00471083925822016,0.00520157003793077,0.000125138534684002,1341042,4.95015753889556,4.71083925822016,5.20157003793077,fetal,shared_augmented_all_oe20,HC0,"2018,2019,2020,2021,2022,2023,2024",1341042,1341042,8955,331619,1009423,age45_revision/outputs/models/fetal_shared_augmented_all_oe20/receipt.json,cf170252bd64704bd1036dcf7a2bd2da38061dd20ddf1d17fdb62d47406beaee,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
risk1,0.00727651172220505,0.00710864182726737,0.00744831611036307,8.6645559423809e-05,1341042,7.27651172220505,7.10864182726737,7.44831611036307,fetal,shared_augmented_all_oe20,HC0,"2018,2019,2020,2021,2022,2023,2024",1341042,1341042,8955,331619,1009423,age45_revision/outputs/models/fetal_shared_augmented_all_oe20/receipt.json,cf170252bd64704bd1036dcf7a2bd2da38061dd20ddf1d17fdb62d47406beaee,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
rd,0.00232635418330949,0.00202090671059453,0.00263180165602445,0.000155843410962798,1341042,2.32635418330949,2.02090671059453,2.63180165602445,fetal,shared_augmented_all_oe20,HC0,"2018,2019,2020,2021,2022,2023,2024",1341042,1341042,8955,331619,1009423,age45_revision/outputs/models/fetal_shared_augmented_all_oe20/receipt.json,cf170252bd64704bd1036dcf7a2bd2da38061dd20ddf1d17fdb62d47406beaee,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
rr,1.4699555852577,1.3901109264235,1.55438633101718,0.02849472721103,1341042,,,,fetal,shared_augmented_all_oe20,HC0,"2018,2019,2020,2021,2022,2023,2024",1341042,1341042,8955,331619,1009423,age45_revision/outputs/models/fetal_shared_augmented_all_oe20/receipt.json,cf170252bd64704bd1036dcf7a2bd2da38061dd20ddf1d17fdb62d47406beaee,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
risk0,0.00495015753889556,0.00471220046085682,0.00520006821079465,0.000124409029225135,1341042,4.95015753889556,4.71220046085682,5.20006821079465,fetal,shared_augmented_all_oe20,model,"2018,2019,2020,2021,2022,2023,2024",1341042,1341042,8955,331619,1009423,age45_revision/outputs/models/fetal_shared_augmented_all_oe20/receipt.json,cf170252bd64704bd1036dcf7a2bd2da38061dd20ddf1d17fdb62d47406beaee,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
risk1,0.00727651172220505,0.00710898181682752,0.00744796001375752,8.64680299985439e-05,1341042,7.27651172220505,7.10898181682752,7.44796001375752,fetal,shared_augmented_all_oe20,model,"2018,2019,2020,2021,2022,2023,2024",1341042,1341042,8955,331619,1009423,age45_revision/outputs/models/fetal_shared_augmented_all_oe20/receipt.json,cf170252bd64704bd1036dcf7a2bd2da38061dd20ddf1d17fdb62d47406beaee,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
rd,0.00232635418330949,0.00202318406721839,0.00262952429940059,0.00015468147296709,1341042,2.32635418330949,2.02318406721839,2.62952429940059,fetal,shared_augmented_all_oe20,model,"2018,2019,2020,2021,2022,2023,2024",1341042,1341042,8955,331619,1009423,age45_revision/outputs/models/fetal_shared_augmented_all_oe20/receipt.json,cf170252bd64704bd1036dcf7a2bd2da38061dd20ddf1d17fdb62d47406beaee,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
rr,1.4699555852577,1.39069263343418,1.55373615325373,0.0282812675093466,1341042,,,,fetal,shared_augmented_all_oe20,model,"2018,2019,2020,2021,2022,2023,2024",1341042,1341042,8955,331619,1009423,age45_revision/outputs/models/fetal_shared_augmented_all_oe20/receipt.json,cf170252bd64704bd1036dcf7a2bd2da38061dd20ddf1d17fdb62d47406beaee,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
risk0,0.00255328451829808,0.00238240291162541,0.00273638925840463,9.02328702358827e-05,1328715,2.55328451829808,2.38240291162541,2.73638925840463,fetal,shared_augmented_all_oe28,HC0,"2018,2019,2020,2021,2022,2023,2024",1328715,1328715,5079,329158,999557,age45_revision/outputs/models/fetal_shared_augmented_all_oe28/receipt.json,cd1a0864d298043c1c6bda27045f58e45945f729a608ab5e3ccf643ef4bc5cc6,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
risk1,0.00425280824146298,0.0041244298469,0.00438516498976862,6.65050539996268e-05,1328715,4.25280824146298,4.1244298469,4.38516498976862,fetal,shared_augmented_all_oe28,HC0,"2018,2019,2020,2021,2022,2023,2024",1328715,1328715,5079,329158,999557,age45_revision/outputs/models/fetal_shared_augmented_all_oe28/receipt.json,cd1a0864d298043c1c6bda27045f58e45945f729a608ab5e3ccf643ef4bc5cc6,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
rd,0.0016995237231649,0.00147498120087157,0.00192406624545822,0.000114564616525857,1328715,1.6995237231649,1.47498120087157,1.92406624545822,fetal,shared_augmented_all_oe28,HC0,"2018,2019,2020,2021,2022,2023,2024",1328715,1328715,5079,329158,999557,age45_revision/outputs/models/fetal_shared_augmented_all_oe28/receipt.json,cd1a0864d298043c1c6bda27045f58e45945f729a608ab5e3ccf643ef4bc5cc6,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
rr,1.66562253872817,1.54212083253093,1.79901495589428,0.0393070068153974,1328715,,,,fetal,shared_augmented_all_oe28,HC0,"2018,2019,2020,2021,2022,2023,2024",1328715,1328715,5079,329158,999557,age45_revision/outputs/models/fetal_shared_augmented_all_oe28/receipt.json,cd1a0864d298043c1c6bda27045f58e45945f729a608ab5e3ccf643ef4bc5cc6,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
risk0,0.00255328451829808,0.00238287709370512,0.00273584492187542,8.99736532018331e-05,1328715,2.55328451829808,2.38287709370512,2.73584492187542,fetal,shared_augmented_all_oe28,model,"2018,2019,2020,2021,2022,2023,2024",1328715,1328715,5079,329158,999557,age45_revision/outputs/models/fetal_shared_augmented_all_oe28/receipt.json,cd1a0864d298043c1c6bda27045f58e45945f729a608ab5e3ccf643ef4bc5cc6,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
risk1,0.00425280824146298,0.00412458136206814,0.00438500394429393,6.64253544314312e-05,1328715,4.25280824146298,4.12458136206814,4.38500394429393,fetal,shared_augmented_all_oe28,model,"2018,2019,2020,2021,2022,2023,2024",1328715,1328715,5079,329158,999557,age45_revision/outputs/models/fetal_shared_augmented_all_oe28/receipt.json,cd1a0864d298043c1c6bda27045f58e45945f729a608ab5e3ccf643ef4bc5cc6,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
rd,0.0016995237231649,0.00147584371490945,0.00192320373142034,0.000114124550256947,1328715,1.6995237231649,1.47584371490945,1.92320373142034,fetal,shared_augmented_all_oe28,model,"2018,2019,2020,2021,2022,2023,2024",1328715,1328715,5079,329158,999557,age45_revision/outputs/models/fetal_shared_augmented_all_oe28/receipt.json,cd1a0864d298043c1c6bda27045f58e45945f729a608ab5e3ccf643ef4bc5cc6,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
rr,1.66562253872817,1.54257319280511,1.79848739395913,0.0391573645500537,1328715,,,,fetal,shared_augmented_all_oe28,model,"2018,2019,2020,2021,2022,2023,2024",1328715,1328715,5079,329158,999557,age45_revision/outputs/models/fetal_shared_augmented_all_oe28/receipt.json,cd1a0864d298043c1c6bda27045f58e45945f729a608ab5e3ccf643ef4bc5cc6,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
risk0,0.00497383151228554,0.00466231730758851,0.00530604868005143,0.000164108087049714,780604,4.97383151228554,4.66231730758851,5.30604868005143,fetal,shared_augmented_flag_supported_oe20,HC0,"2019,2020,2021,2024",780604,780604,5188,193394,587210,age45_revision/outputs/models/fetal_shared_augmented_flag_supported_oe20/receipt.json,cc88c73bddb9fac0b857a411c2379293474b3d50986eb2626ecb8e21a390b832,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
risk1,0.00722363191501704,0.00700518038792529,0.0074488445949354,0.000113164458968563,780604,7.22363191501704,7.00518038792529,7.4488445949354,fetal,shared_augmented_flag_supported_oe20,HC0,"2019,2020,2021,2024",780604,780604,5188,193394,587210,age45_revision/outputs/models/fetal_shared_augmented_flag_supported_oe20/receipt.json,cc88c73bddb9fac0b857a411c2379293474b3d50986eb2626ecb8e21a390b832,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
rd,0.00224980040273151,0.00184998363504998,0.00264961717041303,0.000203991895175231,780604,2.24980040273151,1.84998363504998,2.64961717041303,fetal,shared_augmented_flag_supported_oe20,HC0,"2019,2020,2021,2024",780604,780604,5188,193394,587210,age45_revision/outputs/models/fetal_shared_augmented_flag_supported_oe20/receipt.json,cc88c73bddb9fac0b857a411c2379293474b3d50986eb2626ecb8e21a390b832,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
rr,1.45232742548163,1.35012042252169,1.56227171711581,0.0372321128653246,780604,,,,fetal,shared_augmented_flag_supported_oe20,HC0,"2019,2020,2021,2024",780604,780604,5188,193394,587210,age45_revision/outputs/models/fetal_shared_augmented_flag_supported_oe20/receipt.json,cc88c73bddb9fac0b857a411c2379293474b3d50986eb2626ecb8e21a390b832,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
risk0,0.00497383151228554,0.00466370580147451,0.00530446996490561,0.000163352673412228,780604,4.97383151228554,4.66370580147451,5.30446996490561,fetal,shared_augmented_flag_supported_oe20,model,"2019,2020,2021,2024",780604,780604,5188,193394,587210,age45_revision/outputs/models/fetal_shared_augmented_flag_supported_oe20/receipt.json,cc88c73bddb9fac0b857a411c2379293474b3d50986eb2626ecb8e21a390b832,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
risk1,0.00722363191501704,0.00700555613871768,0.00744844524621945,0.000112966816175868,780604,7.22363191501704,7.00555613871768,7.44844524621945,fetal,shared_augmented_flag_supported_oe20,model,"2019,2020,2021,2024",780604,780604,5188,193394,587210,age45_revision/outputs/models/fetal_shared_augmented_flag_supported_oe20/receipt.json,cc88c73bddb9fac0b857a411c2379293474b3d50986eb2626ecb8e21a390b832,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
rd,0.00224980040273151,0.00185238674122445,0.00264721406423857,0.000202765798066602,780604,2.24980040273151,1.85238674122444,2.64721406423857,fetal,shared_augmented_flag_supported_oe20,model,"2019,2020,2021,2024",780604,780604,5188,193394,587210,age45_revision/outputs/models/fetal_shared_augmented_flag_supported_oe20/receipt.json,cc88c73bddb9fac0b857a411c2379293474b3d50986eb2626ecb8e21a390b832,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
rr,1.45232742548163,1.35071250385076,1.56158689935334,0.0370084130847329,780604,,,,fetal,shared_augmented_flag_supported_oe20,model,"2019,2020,2021,2024",780604,780604,5188,193394,587210,age45_revision/outputs/models/fetal_shared_augmented_flag_supported_oe20/receipt.json,cc88c73bddb9fac0b857a411c2379293474b3d50986eb2626ecb8e21a390b832,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
risk0,0.00251201604795314,0.00229340096857898,0.00275141281978807,0.000116682283735423,773402,2.51201604795314,2.29340096857898,2.75141281978807,fetal,shared_augmented_flag_supported_oe28,HC0,"2019,2020,2021,2024",773402,773402,2926,191919,581483,age45_revision/outputs/models/fetal_shared_augmented_flag_supported_oe28/receipt.json,f303b0cb0b4b65ce6d01f15136e012761bfacd53055ec96b4ab960ccdd8fde42,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
risk1,0.00422087293018417,0.00405368784980862,0.00439492274960984,8.70280309733364e-05,773402,4.22087293018417,4.05368784980862,4.39492274960984,fetal,shared_augmented_flag_supported_oe28,HC0,"2019,2020,2021,2024",773402,773402,2926,191919,581483,age45_revision/outputs/models/fetal_shared_augmented_flag_supported_oe28/receipt.json,f303b0cb0b4b65ce6d01f15136e012761bfacd53055ec96b4ab960ccdd8fde42,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
rd,0.00170885688223104,0.00141733537434126,0.00200037839012081,0.000148738196308331,773402,1.70885688223104,1.41733537434126,2.00037839012081,fetal,shared_augmented_flag_supported_oe28,HC0,"2019,2020,2021,2024",773402,773402,2926,191919,581483,age45_revision/outputs/models/fetal_shared_augmented_flag_supported_oe28/receipt.json,f303b0cb0b4b65ce6d01f15136e012761bfacd53055ec96b4ab960ccdd8fde42,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
rr,1.68027307533463,1.51841253975429,1.85938770510377,0.0516799892631892,773402,,,,fetal,shared_augmented_flag_supported_oe28,HC0,"2019,2020,2021,2024",773402,773402,2926,191919,581483,age45_revision/outputs/models/fetal_shared_augmented_flag_supported_oe28/receipt.json,f303b0cb0b4b65ce6d01f15136e012761bfacd53055ec96b4ab960ccdd8fde42,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
risk0,0.00251201604795314,0.00229382018459722,0.00275091020523538,0.000116448078054566,773402,2.51201604795314,2.29382018459722,2.75091020523538,fetal,shared_augmented_flag_supported_oe28,model,"2019,2020,2021,2024",773402,773402,2926,191919,581483,age45_revision/outputs/models/fetal_shared_augmented_flag_supported_oe28/receipt.json,f303b0cb0b4b65ce6d01f15136e012761bfacd53055ec96b4ab960ccdd8fde42,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
risk1,0.00422087293018417,0.00405387961978724,0.00439471491767392,8.69261715147245e-05,773402,4.22087293018417,4.05387961978724,4.39471491767392,fetal,shared_augmented_flag_supported_oe28,model,"2019,2020,2021,2024",773402,773402,2926,191919,581483,age45_revision/outputs/models/fetal_shared_augmented_flag_supported_oe28/receipt.json,f303b0cb0b4b65ce6d01f15136e012761bfacd53055ec96b4ab960ccdd8fde42,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
rd,0.00170885688223104,0.00141821376051894,0.00199950000394313,0.0001482900318601,773402,1.70885688223104,1.41821376051894,1.99950000394313,fetal,shared_augmented_flag_supported_oe28,model,"2019,2020,2021,2024",773402,773402,2926,191919,581483,age45_revision/outputs/models/fetal_shared_augmented_flag_supported_oe28/receipt.json,f303b0cb0b4b65ce6d01f15136e012761bfacd53055ec96b4ab960ccdd8fde42,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
rr,1.68027307533463,1.51885611813001,1.85884467527479,0.0515309608540502,773402,,,,fetal,shared_augmented_flag_supported_oe28,model,"2019,2020,2021,2024",773402,773402,2926,191919,581483,age45_revision/outputs/models/fetal_shared_augmented_flag_supported_oe28/receipt.json,f303b0cb0b4b65ce6d01f15136e012761bfacd53055ec96b4ab960ccdd8fde42,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + education4 + splines::ns(bmi, knots = c(19.6, 26.1, 37.8), Boundary.knots = c(13, 69.9), intercept = FALSE) + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
risk0,0.00509499534439131,0.00485934408562515,0.00534201303783256,0.000123087040510446,1374141,5.09499534439131,4.85934408562515,5.34201303783256,fetal,shared_core_all_oe20,HC0,"2018,2019,2020,2021,2022,2023,2024",1374141,1374141,10108,336273,1037868,age45_revision/outputs/models/fetal_shared_core_all_oe20/receipt.json,17e0b810c85ad16927ec407e5de358e660b32b04b7511733f8917c1891c653ee,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
risk1,0.00815355359501298,0.00797775118916038,0.00833319754269013,9.06698132302518e-05,1374141,8.15355359501298,7.97775118916038,8.33319754269013,fetal,shared_core_all_oe20,HC0,"2018,2019,2020,2021,2022,2023,2024",1374141,1374141,10108,336273,1037868,age45_revision/outputs/models/fetal_shared_core_all_oe20/receipt.json,17e0b810c85ad16927ec407e5de358e660b32b04b7511733f8917c1891c653ee,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
rd,0.00305855825062166,0.00275260450908207,0.00336451199216126,0.000156101716129949,1374141,3.05855825062166,2.75260450908207,3.36451199216126,fetal,shared_core_all_oe20,HC0,"2018,2019,2020,2021,2022,2023,2024",1374141,1374141,10108,336273,1037868,age45_revision/outputs/models/fetal_shared_core_all_oe20/receipt.json,17e0b810c85ad16927ec407e5de358e660b32b04b7511733f8917c1891c653ee,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
rr,1.60030638771605,1.51769637128688,1.68741296547564,0.0270420597532086,1374141,,,,fetal,shared_core_all_oe20,HC0,"2018,2019,2020,2021,2022,2023,2024",1374141,1374141,10108,336273,1037868,age45_revision/outputs/models/fetal_shared_core_all_oe20/receipt.json,17e0b810c85ad16927ec407e5de358e660b32b04b7511733f8917c1891c653ee,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
